"country","localities","which","west","south","east","north"
"Italy","Adriatic","red",12.61733,43.6529,13.11733,44.1529
"Italy","Adriatic","green",12.33228,41.77439,12.59228,42.03439
"Italy","Adriatic Sea","red",12.05889,45.00007,12.55889,45.50007
"Italy","Adriatic Sea","green",12.33228,41.77439,12.59228,42.03439
"France","Bay of Biscay","red",NA,NA,NA,NA
"France","Bay of Biscay","green",-1.25987999999996,43.34459,-0.989879999999962,43.61459
"","Bay of Biscay","red",-7.90447747326032,43.2874551984332,-0.557500004768372,47.9717788696289
"","Bay of Biscay","green",-23.9999999999999,24.0000000000001,16.0000000000001,64.0000000000001
"Spain","Bay of Biscay","red",NA,NA,NA,NA
"Spain","Bay of Biscay","green",-23.9999999999999,24.0000000000001,16.0000000000001,64.0000000000001
"Spain","Bay of Biscay, 1987","red",NA,NA,NA,NA
"Spain","Bay of Biscay, 1987","green",-23.9999999999999,24.0000000000001,16.0000000000001,64.0000000000001
"Spain","Bay of Biscay, 1989-1992","red",NA,NA,NA,NA
"Spain","Bay of Biscay, 1989-1992","green",7.22016250000007,46.0465329850001,7.51816250000007,46.3445329850001
"Spain","Bay of Cadiz (1989-1992)","red",NA,NA,NA,NA
"Spain","Bay of Cadiz (1989-1992)","green",-6.46425999999993,36.35588,-6.11625999999993,36.70388
"Russia","Black Sea, Northwestern coast, 1987 -1992","red",NA,NA,NA,NA
"Russia","Black Sea, Northwestern coast, 1987 -1992","green",7.16132000000007,45.865189089,7.62532000000007,46.329189089
"Ghana","Ghana","red",NA,NA,NA,NA
"Ghana","Ghana","green",-3.97377234199997,5.25699510700007,1.47422765800003,10.7049951070001
"Spain","Gulf of Cadíz","red",NA,NA,NA,NA
"Spain","Gulf of Cadíz","green",-5.46583592160426,36.0804806495978,-5.21383592160426,36.3324806495978
"Spain","Gulf of Cádiz","red",NA,NA,NA,NA
"Spain","Gulf of Cádiz","green",-5.46583592160426,36.0804806495978,-5.21383592160426,36.3324806495978
"Portugal","Mira estuary, 1985-1992","red",NA,NA,NA,NA
"Portugal","Mira estuary, 1985-1992","green",-8.93445999999997,40.2306000000001,-8.53845999999997,40.6266000000001
"Denmark","North Sea and Channel","red",NA,NA,NA,NA
"Denmark","North Sea and Channel","green",7.47593405400002,53.381300779,12.631934054,58.537300779
"","Northern Europe and Mediterranean","red",-5.59294,35.87392,-5.09294,36.37392
"","Northern Europe and Mediterranean","green",-2.74199999999997,51.3112500000001,-2.48199999999997,51.5712500000001
"Portugal","Pranto River, May-September 1990","red",NA,NA,NA,NA
"Portugal","Pranto River, May-September 1990","green",-9.27730499999994,38.593057045,-8.91330499999994,38.957057045
"","southeastern part of North Sea","red",NA,NA,NA,NA
"","southeastern part of North Sea","green",-72.552,40.79582,-72.282,41.06582
"Spain","southern Bay of Biscay, January 1987-December 1989","red",NA,NA,NA,NA
"Spain","southern Bay of Biscay, January 1987-December 1989","green",-53.74157,48.27864,-53.47157,48.54864
"Italy","Strait of Sicliy","red",NA,NA,NA,NA
"Italy","Strait of Sicliy","green",0.641100000000051,23.24681,30.6411000000001,53.24681
"Italy","Trieste,  Adriatic Sea,1974-90","red",NA,NA,NA,NA
"Italy","Trieste,  Adriatic Sea,1974-90","green",12.7783200000001,43.79078,13.0383200000001,44.05078
"Croatia","Zrmanja River estuaury, Jan-Dec 2003","red",NA,NA,NA,NA
"Croatia","Zrmanja River estuaury, Jan-Dec 2003","green",16.0738075,48.2383671790001,16.4398075,48.6043671790001
"China","Daya Bay, Guangdong, 1985-86","red",NA,NA,NA,NA
"China","Daya Bay, Guangdong, 1985-86","green",109.76,19.7600000000001,116.24,26.2400000000001
"Indonesia","Jepara, north Central Java, 1983-85","red",NA,NA,NA,NA
"Indonesia","Jepara, north Central Java, 1983-85","green",109.11639,-7.80082999999997,109.38639,-7.53082999999997
"Philippines","Manila Bay","red",120.52,14.2692,121.02,14.7692
"Philippines","Manila Bay","green",100.77,-5.48079999999993,140.77,34.5192000000001
"Papua New Guinea","New Ireland","red",149.527770996094,-4.82333374023438,153.672210693359,-1.35527777671814
"Papua New Guinea","New Ireland","green",149.556,-4.94399999999994,153.444,-1.05599999999994
"Singapore","Straits of Singapore","red",103.353332519531,1.10350000858307,104.570892333984,1.36919438838959
"Singapore","Straits of Singapore","green",103.62725,1.22337000000004,103.88725,1.48337000000004
"Venezuela","Orinoco","red",-66.4128,7.37551,-65.9128,7.87551
"Venezuela","Orinoco","green",-64.1632599999999,10.7789900000001,-63.8932599999999,11.0489900000001
"Brazil","Paraná","red",-54.6193046378125,-26.7171220079272,-48.0235374346287,-22.5166618996674
"Brazil","Paraná","green",-54.314551701,-27.3340133679999,-48.916551701,-21.9360133679999
"USA","California","red",-121.347791,32.534175,-114.131211,35.809236
"USA","California","green",-124.20823,31.436105693,-114.33223,41.312105693
"USA","North of Point Conception, California","red",-120.72197,34.1984,-120.22197,34.6984
"USA","North of Point Conception, California","green",-122.47155,32.4486000000001,-118.47155,36.4486000000001
"USA","Southern California Bight","red",-117.90088,33.18336,-117.40088,33.68336
"USA","Southern California Bight","green",-123.100284527011,38.3887174070046,-122.848284527011,38.6407174070046
"Venezuela","Orinoco delta","red",-61.75,8.75,-61.25,9.25
"Venezuela","Orinoco delta","green",-61.6299999999999,8.87000000000006,-61.3699999999999,9.13000000000006
"","Orinoco River","red",-62.5,8.36667,-62,8.86667
"","Orinoco River","green",144.01667,-13.9999999999999,152.01667,-5.99999999999994
"Brazil","São Paulo (1979-1980)","red",NA,NA,NA,NA
"Brazil","São Paulo (1979-1980)","green",-46.801188,-23.692194,-46.549188,-23.440194
"Hawaii","Hawaii","red",-178.306196,18.91069,-154.806622,28.402182
"Hawaii","Hawaii","green",-166.19163193,13.191542579,-149.69563193,29.687542579
"Peru","Along the entire coast","red",NA,NA,NA,NA
"Peru","Along the entire coast","green",-83.7469999999999,-17.7469999999999,-68.2529999999999,-2.25299999999994
"India","Dakshina Kannada coast, Mangalore","red",NA,NA,NA,NA
"India","Dakshina Kannada coast, Mangalore","green",74.7446265,12.7304775,74.9966265,12.9824775
"Australia","Coral Sea","red",112.911057,-54.778252,172.061386,-9.2325
"Australia","Coral Sea","green",143.359785993,-25.115898009,153.555785993,-14.919898009
"Micronesia","western Mariana Islands","red",NA,NA,NA,NA
"Micronesia","western Mariana Islands","green",145.6285,15.0840000000001,145.8885,15.3440000000001
"Portugal","Not stated.","red",NA,NA,NA,NA
"Portugal","Not stated.","green",-17.8208129899999,30.292139046,0.781187010000066,48.894139046
"USA","Off the coast of New England","red",NA,NA,NA,NA
"USA","Off the coast of New England","green",-71.03471,41.5044800000001,-70.77471,41.7644800000001
"Canada","Ontario","red",-95.1548259419999,41.6814354250001,-74.3440298799999,56.859036233
"Canada","Ontario","green",-93.7529299999999,41.918163435,-75.73693,59.934163435
"","Sargasso Sea","red",-60.25,29.75,-59.75,30.25
"","Sargasso Sea","green",-79.9999999999999,10.0000000000001,-39.9999999999999,50.0000000000001
"Germany","Sargasso Sea","red",NA,NA,NA,NA
"Germany","Sargasso Sea","green",6.56683000000004,49.0107200000001,7.35483000000004,49.7987200000001
"USA","Maine (various river drainages)","red",NA,NA,NA,NA
"USA","Maine (various river drainages)","green",-85.65192,40.6092100000001,-85.36192,40.8992100000001
"Alaska","Bering Sea","red",-172.89679,60.12209,-172.39679,60.62209
"Alaska","Bering Sea","green",-179.9,41.0202800000001,-145.53972,77.2602800000001
"","continental slope at depths generally exceeding 300 m","red",NA,NA,NA,NA
"","continental slope at depths generally exceeding 300 m","green",9.59113993100007,0.692578298000024,11.3391399310001,2.44057829800002
"Russia","Pacific off the North Kuril Islands and Southeast Kamchatka","red",NA,NA,NA,NA
"Russia","Pacific off the North Kuril Islands and Southeast Kamchatka","green",57.9816700000001,63.5816700000001,58.2516700000001,63.8516700000001
"NA","Mediterranean and eastern Atlantic","red",NA,NA,NA,NA
"NA","Mediterranean and eastern Atlantic","green",-74.5553001324815,39.240890111466,-74.3033001324815,39.492890111466
"Madeira Is.","Funchal (May 1998-Dec 1999)","red",NA,NA,NA,NA
"Madeira Is.","Funchal (May 1998-Dec 1999)","green",-17.8635299999999,31.6919300000001,-15.9535299999999,33.6019300000001
"Canary Is.","waters around the island (June 2004-Oct 2006)","red",NA,NA,NA,NA
"Canary Is.","waters around the island (June 2004-Oct 2006)","green",16.1023460170001,48.2667200000001,16.4823460170001,48.6467200000001
"UK","West of British Isles","red",NA,NA,NA,NA
"UK","West of British Isles","green",-18.9999999999999,39.0000000000001,11.0000000000001,69.0000000000001
"Vanuatu","Vanuatu","red",166.541563758726,-20.2524399918312,170.238284000857,-13.0717069251352
"Vanuatu","Vanuatu","green",164.153757074,-17.960355873,169.591757074,-12.522355873
"","Adriatic Sea","red",12.2401778188909,39.6965953834618,20.0514567522372,45.8047260841301
"","Adriatic Sea","green",-3.99999999999994,23.0000000000001,36.0000000000001,63.0000000000001
"Spain","Alcudia Bay, Majorca (1985-1993)","red",NA,NA,NA,NA
"Spain","Alcudia Bay, Majorca (1985-1993)","green",2.93366000000003,39.6617200000001,3.31366000000003,40.0417200000001
"Italy","Northern Thyrrenian","red",NA,NA,NA,NA
"Italy","Northern Thyrrenian","green",15.9456500000001,38.9875700000001,16.2056500000001,39.2475700000001
"Norway","Oslofjord","red",10.33972,59.09639,10.83972,59.59639
"Norway","Oslofjord","green",10.3397200000001,59.09639,10.8397200000001,59.59639
"Spain","Palma Bay, Majorca","red",2.5063,39.25692,3.0063,39.75692
"Spain","Palma Bay, Majorca","green",2.51212000000003,39.44376,2.77212000000003,39.7037600000001
"Portugal","Ria de Aveiro","red",-8.96542,40.42969,-8.46542,40.92969
"Portugal","Ria de Aveiro","green",-8.98332999999997,40.3833300000001,-8.48332999999997,40.8833300000001
"Bulgaria","Varna","red",27.57511,42.98207,28.07511,43.48207
"Bulgaria","Varna","green",27.7922300000001,43.0733000000001,28.0582300000001,43.3393000000001
"Hawaii","no locality given","red",NA,NA,NA,NA
"Hawaii","no locality given","green",-166.19163193,13.191542579,-149.69563193,29.687542579
"","Off East Africa","red",NA,NA,NA,NA
"","Off East Africa","green",55.1741900000001,25.1399900000001,55.4341900000001,25.3999900000001
"NA","Western Atlantic continental slopes, eastern North Atlantic","red",NA,NA,NA,NA
"NA","Western Atlantic continental slopes, eastern North Atlantic","green",9.59113993100007,0.692578298000024,11.3391399310001,2.44057829800002
"USA","USA coast","red",172.92979,52.58299,173.42979,53.08299
"USA","USA coast","green",-117.31097,32.5974800000001,-117.05097,32.8574800000001
"Haiti","Haiti","red",-74.478584,18.021032,-71.613358,20.08782
"Haiti","Haiti","green",-74.421715,16.951000841,-71.683715,19.689000841
"Mexico","Puerto Real Inlet, Terminos Lagoon, Southern Gulf of Mexico","red",NA,NA,NA,NA
"Mexico","Puerto Real Inlet, Terminos Lagoon, Southern Gulf of Mexico","green",-100.50652,18.8483600000001,-100.23652,19.1183600000001
"Korea (South)","In coastal Korean waters","red",NA,NA,NA,NA
"Korea (South)","In coastal Korean waters","green",125.27,34.7700000000001,129.73,39.2300000000001
"Russia","Peter the Great Bay","red",132.35415,42.52386,132.85415,43.02386
"Russia","Peter the Great Bay","green",112.60415,22.7738600000001,152.60415,62.7738600000001
"","Mediterranean Sea","red",-2.18423492426588,35.5800018310547,12.4265556335449,43.7848795847866
"","Mediterranean Sea","green",5.6843418860808e-14,15.0000000000001,40.0000000000001,55.0000000000001
"","north of 40°N","red",NA,NA,NA,NA
"","north of 40°N","green",124.073,37.0730000000001,129.927,42.9270000000001
"Japan","Sea of Japan","red",125.800003051758,32.5666656494141,141.921920776367,46.043025970459
"Japan","Sea of Japan","green",34.85925,31.62687,35.11925,31.88687
"Canada","British Columbia","red",-122.6,48.83333,-122.1,49.33333
"Canada","British Columbia","green",-134.297094856,45.3688607000001,-115.911094856,63.7548607000001
"","California Current region","red",NA,NA,NA,NA
"","California Current region","green",-117.29678,32.5644300000001,-117.03678,32.8244300000001
"USA","Washington","red",-124.754093,45.543541,-116.916071,49.002432
"USA","Washington","green",-77.26096,38.6613700000001,-76.80296,39.1193700000001
"USA","south of southern California to Oregon","red",NA,NA,NA,NA
"USA","south of southern California to Oregon","green",-85.0096607585349,41.6485444932274,-84.7576607585349,41.9005444932274
"Norway","(shelf and slope >300 m depth), 1980-83","red",NA,NA,NA,NA
"Norway","(shelf and slope >300 m depth), 1980-83","green",4.24529077100004,50.78675,4.62529077100004,51.16675
"Denmark","north-eastern North Sea and Skagerrak-  the Norwegian Deep, 1984-87","red",NA,NA,NA,NA
"Denmark","north-eastern North Sea and Skagerrak-  the Norwegian Deep, 1984-87","green",114.011955679963,22.3186881575146,114.401955679963,22.7086881575146
"Qatar","Arabian Gulf, Nov 1991-May 1993","red",NA,NA,NA,NA
"Qatar","Arabian Gulf, Nov 1991-May 1993","green",51.3139800000001,25.10292,51.5739800000001,25.36292
"Oman","Arabian Sea, 2001-2002","red",NA,NA,NA,NA
"Oman","Arabian Sea, 2001-2002","green",16.05524,48.329027367,16.41524,48.689027367
"Canary Is.","Canary Islands","red",NA,NA,NA,NA
"Canary Is.","Canary Islands","green",-30.4999999999999,13.0000000000001,-0.499999999999943,43.0000000000001
"Mauritania","Off west Africa","red",NA,NA,NA,NA
"Mauritania","Off west Africa","green",-16.53748871,14.0535073520001,-4.12548870999997,26.4655073520001
"Tunisia","Southern Mediterranean","red",NA,NA,NA,NA
"Tunisia","Southern Mediterranean","green",10.40484,36.2325700000001,10.66484,36.4925700000001
"South Africa","Cape (Ref. 3198)","red",NA,NA,NA,NA
"South Africa","Cape (Ref. 3198)","green",18.3192885,-33.854562,18.5712885,-33.602562
"South Africa","Tsitsikamma National Park","red",23.59593,-34.23793,24.09593,-33.73793
"South Africa","Tsitsikamma National Park","green",23.4757,-34.4037399999999,24.2617,-33.6177399999999
"India","north Andhra Pradesh coast, 1976-79","red",NA,NA,NA,NA
"India","north Andhra Pradesh coast, 1976-79","green",92.5033590940001,25.8767816520001,96.8173590940001,30.1907816520001
"","Seamounts off southern part of  Africa","red",NA,NA,NA,NA
"","Seamounts off southern part of  Africa","green",-75.00218,5.26783000000005,-74.73218,5.53783000000005
"USA","Mississippi coast","red",-89.38643,30.10242,-88.88643,30.60242
"USA","Mississippi coast","green",-88.67968,30.2428600000001,-88.41968,30.5028600000001
"Niger","Cross River","red",NA,NA,NA,NA
"Niger","Cross River","green",-77.70152,37.2684300000001,-69.70152,45.2684300000001
"Nigeria","Cross River (Jan 2004-Dec 2006)","red",NA,NA,NA,NA
"Nigeria","Cross River (Jan 2004-Dec 2006)","green",7.61178698200006,4.88284617100003,9.58378698200006,6.85484617100003
"Ghana","Lake Volta, 1995-96","red",NA,NA,NA,NA
"Ghana","Lake Volta, 1995-96","green",-0.0552799999999252,7.15057000000007,0.444720000000075,7.65057000000007
"Brazil","Maranhão","red",-48.7551507366124,-10.2617647027709,-41.7958843809523,-1.04448912201321
"Brazil","Maranhão","green",-49.332011726,-9.12569636299997,-41.246011726,-1.03969636299997
"French Guiana","Not stated","red",NA,NA,NA,NA
"French Guiana","Not stated","green",-54.889122075,2.26572413600002,-51.577122075,5.57772413600002
"Brazil","Sergipe","red",-38.2450317495498,-11.568655736636,-36.3938678211131,-9.51502990848504
"Brazil","Sergipe","green",-38.421002897,-11.560714775,-36.467002897,-9.60671477499998
"Brazil","São Paulo, 1974-1975","red",NA,NA,NA,NA
"Brazil","São Paulo, 1974-1975","green",-46.573101,-23.819427,-46.321101,-23.567427
"USA","Charleston, SC, Charleston, South Carolina","red",-80.45363,32.493328,-79.267946,33.215136
"USA","Charleston, SC, Charleston, South Carolina","green",-80.2022445,32.7652875,-79.9502445,33.0172875
"Papua New Guinea","Sepik River","red",142.2899,-4.9246,142.7899,-4.4246
"Papua New Guinea","Sepik River","green",140.5368,-7.84932999999995,148.5368,0.150670000000048
"Brazil","Amazonas","red",-73.8015583247804,-9.81804587575885,-56.0975580377312,2.24663056112273
"Brazil","Amazonas","green",-72.11433641,-11.608997878,-57.24033641,3.26500212200004
"Brazil","Maranhão, 2001-2002","red",NA,NA,NA,NA
"Brazil","Maranhão, 2001-2002","green",-49.332011726,-9.12569636299997,-41.246011726,-1.03969636299997
"Brazil","Paraná, 2003-2004","red",NA,NA,NA,NA
"Brazil","Paraná, 2003-2004","green",-60.6398631574955,-31.8557515517343,-60.3878631574955,-31.6037515517343
"Brazil","Rio de Janeiro, 1993-1994","red",NA,NA,NA,NA
"Brazil","Rio de Janeiro, 1993-1994","green",-43.4670099999999,-23.20416,-42.8830099999999,-22.62016
"India","southeast mangrove areas","red",NA,NA,NA,NA
"India","southeast mangrove areas","green",64.5583265480001,8.49437973500004,94.3283265480001,38.264379735
"India","north-west coast, 1991-94","red",NA,NA,NA,NA
"India","north-west coast, 1991-94","green",76.9595614290001,28.643660518,77.2095614290001,28.893660518
"India","Bombay coast","red",NA,NA,NA,NA
"India","Bombay coast","green",72.6938300000001,18.79917,72.9758300000001,19.08117
"India","Karnataka coast","red",NA,NA,NA,NA
"India","Karnataka coast","green",77.4571700000001,12.8294900000001,77.7171700000001,13.0894900000001
"Brazil","Lagoa dos Patos,  Rio Grande do Sul, 1977-80","red",NA,NA,NA,NA
"Brazil","Lagoa dos Patos,  Rio Grande do Sul, 1977-80","green",-51.4999999999999,-31.35,-50.9999999999999,-30.85
