SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
321,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,"Spawning observation",Courtship,Decreasing,"Full moon
","January December ","Drop-off (shelf edge)","Spawning season sales ban","Hook and Line","David Eggleston, 2002, pers. comm.; Colin P.L., 1992, Reproduction of the Nassau Grouper, Epinephelus striatus (Pisces:Serranidae) and its relationship to environmental conditions., Environmental  Biology of Fishes 43:357-377."
350,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
331,Bahamas,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,"Spawning observation","Courtship
High seasonal landings",Unknown,"Third quarter
","January ","Other; Sand",Unknown,"Hook and Line
Trap","Smith C. L., 1972, A spawning aggregation of Nassau grouper, Epinephelus striatus (Bloch)., Trans. Am. Fish. Soc. 2: 257-261"
38,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper","Pair Spawning",Transient,"Spawning observation","Courtship
Colour changes associated with spawning",Decreasing,"Third quarter
","January ","Sand; Other","Spawning season sales ban","Hook and Line
Trap","Smith C. L., 1972, A spawning aggregation of Nassau grouper, Epinephelus striatus (Bloch)., Trans. Am. Fish. Soc. 2: 257-261; Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
551,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,,"Colour changes associated with spawning",Unknown,"Full moon
","February ","Reef promontory (point)","Time/area closure
Spawning season sales ban",Unknown,"Carleton Ray G., McCormick-Ray M.G., Layman C.A. and Silliman B.R., 2000, Investigations of Nassau grouper breeding aggreggations at High Cay, Andros: Implications for a conservation strategy., Final report to the Dept. of Fisheries, Nassau, Bahamas"
680,Bahamas,Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Unknown,"Hydrated eggs","High seasonal landings",Unknown,"Full moon
","January ",Other,,,"Cushion, N., M. Cook, J. Schull, K.M. Sullivan-Sealey, 2008, Reproductive classification and spawning seasonality of Epinephelus striatus (Nassau grouper), E. guttatus (red hind) and Mycteroperca venenosa (yellowfin grouper) from The Bahamas, Proceedings of the 11th International Coral Reef Symposium, Ft. Lauderdale, Florida, 7-11 July 2008. Vol. 2: 1001-1005 (Session number 22) "
681,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,"Hydrated eggs","High seasonal landings",Unknown,"Full moon
","January November December ",Other,,,"Cushion, N., M. Cook, J. Schull, K.M. Sullivan-Sealey, 2008, Reproductive classification and spawning seasonality of Epinephelus striatus (Nassau grouper), E. guttatus (red hind) and Mycteroperca venenosa (yellowfin grouper) from The Bahamas, Proceedings of the 11th International Coral Reef Symposium, Ft. Lauderdale, Florida, 7-11 July 2008. Vol. 2: 1001-1005 (Session number 22) "
682,Bahamas,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,"Hydrated eggs","High seasonal landings",Unknown,"Full moon
","March April ",Other,,,"Cushion, N., M. Cook, J. Schull, K.M. Sullivan-Sealey, 2008, Reproductive classification and spawning seasonality of Epinephelus striatus (Nassau grouper), E. guttatus (red hind) and Mycteroperca venenosa (yellowfin grouper) from The Bahamas, Proceedings of the 11th International Coral Reef Symposium, Ft. Lauderdale, Florida, 7-11 July 2008. Vol. 2: 1001-1005 (Session number 22) "
955,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper","Group Spawning",Unknown,"Spawning observation","Courtship
High seasonal landings
Colour changes associated with spawning",Decreasing,"Full moon
","January February December ","Drop-off (shelf edge); Outer reef slope","Size limits 
Time/area closure","Hook and Line
Trap","Colin P.L., 1992, Reproduction of the Nassau Grouper, Epinephelus striatus (Pisces:Serranidae) and its relationship to environmental conditions., Environmental  Biology of Fishes 43:357-377."
956,Bahamas,Serranidae,Epinephelus,striatus,"Nassau Grouper","Group Spawning",Unknown,"Postovulatory follicles
Spawning observation","Courtship
Colour changes associated with spawning
Mature gonads",Decreasing,"Full moon
","January February December ","Patch reef; Rocky reef","Time/area closure
Size limits ","Hook and Line
Trap","Y. Sadovy,. P.L. Colin, 1995, Sexual Developmental and Sexuality in Nassau Grouper, The Fisheries Society of British Isles  ; Colin P.L., 1992, Reproduction of the Nassau Grouper, Epinephelus striatus (Pisces:Serranidae) and its relationship to environmental conditions., Environmental  Biology of Fishes 43:357-377."
18,Belize,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Unknown,"Hydrated eggs
Spawning observation","Courtship
High seasonal landings
Colour changes associated with spawning
Mature gonads",Unknown,"Full moon
Third quarter
","June July ","Island; Low relief living reef",Unknown,Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726; Rielinger D.M., 1999, Spawning Aggregations in the Gulf of Mexico, South Atlantic & Caribbean., Reefkeeper International internal report. No more details"
98,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,"Spawning observation","Colour changes associated with spawning",Unknown,"Full moon
","January December ","Reef promontory (point)",Unknown,"Hook and Line","Carter J., G.J. Marrow & V. Pryor., 1994, Aspects of the ecology and reproduction of Nassau grouper, Epinephelus striatus, off the coast of Belize, Central America.,  Proc. Gulf. Carib. Fish. Inst. 43:65-111"
91,Belize,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"First quarter
","January December ","Spur and groove; Reef channel (pass)","Time/area closure","Hook and Line","Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
189,Belize,Serranidae,Mycteroperca,tigris,"Tiger grouper",Unknown,Unknown,Unspecified,"Colour changes associated with spawning",Unknown,"First quarter
","January ","Spur and groove; Reef channel (pass)","Marine Protected Area
Spawning season sales ban","Hook and Line","Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
149,Belize,Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"First quarter
",,"Reef channel (pass); Spur and groove","Marine Protected Area
Spawning season sales ban",Unknown,"Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
66,Belize,Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,Unspecified,"Multiple gravid females",Unknown,"Full moon
Third quarter
","July ","Reef promontory (point)",Unknown,Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726"
47,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,,"Courtship
Colour changes associated with spawning",Unknown,"Full moon
","January ","Spur and groove; Other","Marine Protected Area
Spawning season sales ban",Unknown,"Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20"
9,Belize,Serranidae,Cephalopholis,cruentata,Graysby,Unknown,Unknown,"Spawning observation
Hydrated eggs","Courtship
High seasonal landings
Colour changes associated with spawning
Mature gonads",Unknown,"First quarter
",,"Reef channel (pass); Spur and groove","Spawning season sales ban
Marine Protected Area",Unknown,"Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
8,Belize,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"Colour changes associated with spawning",Unknown,"First quarter
","January ","Reef channel (pass); Spur and groove","Time/area closure","Hook and Line","Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
232,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,"Spawning observation","High seasonal landings
Colour changes associated with spawning",Decreasing,"First quarter
","January December ","Spur and groove; Drop-off (shelf edge)","Marine Protected Area
Spawning season sales ban
Time/area closure","Hook and Line","Salas E, Ballesteros E. & Starr R.M., 2001, Rapid decline of Nassau Grouper Spawning Aggregations in Belize: Fishery Management and Conservation Needs., Fisheries 26(10): 23-30"
299,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,,"High seasonal landings
Colour changes associated with spawning",Decreasing,"Full moon
","January ","Reef promontory (point); Sand","Marine Protected Area
Spawning season sales ban",Unknown,"Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20"
157,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,Unspecified,"High seasonal landings
Colour changes associated with spawning",Decreasing,"Full moon
","January ","Other; Spur and groove","Spawning season sales ban
Marine Protected Area",Trap,"Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20"
231,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,Unspecified,"High seasonal landings
Colour changes associated with spawning",Decreasing,"Full moon
","January ","Reef promontory (point); Spur and groove","Spawning season sales ban
Marine Protected Area",Trap,"Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20"
44,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,"Hydrated eggs
Spawning observation","High seasonal landings
Colour changes associated with spawning",Gone,"Full moon
","January December ","Low relief living reef; Reef promontory (point)","Spawning season sales ban
Marine Protected Area","Hook and Line","Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20; Carter J., G.J. Marrow & V. Pryor., 1994, Aspects of the ecology and reproduction of Nassau grouper, Epinephelus striatus, off the coast of Belize, Central America.,  Proc. Gulf. Carib. Fish. Inst. 43:65-111; Carter J., 1988, Moonlight mating of the multitudes.,  Animal Kingdom, 92: 62-69"
314,Belize,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,,,Other,"Spawning season sales ban
Marine Protected Area","Hook and Line","Paz G. & T. Grimshaw, 2001, Status report on Nassau groupers for Belize, Central America., Internal report for Green Reef Environmental Institute, Ambergis Caye, Belize. pp 20; Carter J., 1987, Grouper sex in Belize., Natural History, Oct: 60-69"
328,Belize,Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,,"January ","Reef promontory (point)","Marine Protected Area
Spawning season sales ban",Unknown,"Carter J. & D. Perrine, 1994, A spawning aggregation of Dog snapper, Lutjanus jocu (Pisces: Lutjanidae) in Belize, Central America., Bulletin of Marine Science, 55(1): 228-234; Carter J., G.J. Marrow & V. Pryor., 1994, Aspects of the ecology and reproduction of Nassau grouper, Epinephelus striatus, off the coast of Belize, Central America.,  Proc. Gulf. Carib. Fish. Inst. 43:65-111; Carter J., 1987, Grouper sex in Belize., Natural History, Oct: 60-69"
489,Belize,Serranidae,Mycteroperca,bonaci,"Black grouper","Pair Spawning",Unknown,"Spawning observation","Courtship
High seasonal landings
Colour changes associated with spawning",Unknown,"Full moon
Third quarter
","January February March December ","Reef promontory (point)","Spawning season sales ban
Marine Protected Area",Unknown,"Carter J. & D. Perrine, 1994, A spawning aggregation of Dog snapper, Lutjanus jocu (Pisces: Lutjanidae) in Belize, Central America., Bulletin of Marine Science, 55(1): 228-234; Carter J., G.J. Marrow & V. Pryor., 1994, Aspects of the ecology and reproduction of Nassau grouper, Epinephelus striatus, off the coast of Belize, Central America.,  Proc. Gulf. Carib. Fish. Inst. 43:65-111; Carter J., 1988, Moonlight mating of the multitudes.,  Animal Kingdom, 92: 62-69; Paz G. & Sedberry G., 2008, Identifying Black Grouper (Mycteroperca bonaci) Spawning Aggregations off Belize: Conservation and Management, Proceedings of the 60th Gulf and Caribbean Fisheries Institute"
336,Belize,Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Full moon
","January ",Other,Unknown,Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726"
329,Belize,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Unknown,,"High seasonal landings",Unknown,"Full moon
Third quarter
","June July ","Low relief living reef; Island","Marine Protected Area
Spawning season sales ban",Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726"
684,Belize,Sparidae,Calamus,bajonado,"Jolthead porgy",Unknown,Transient,"Hydrated eggs","Courtship
Colour changes associated with spawning",Unknown,"Full moon
Third quarter
","January December ",Other,"Marine Protected Area",,"Heyman W.D and Kjerfve B, 2008, Characterization of transient multi-species reef fish spawning aggregations at Gladden Spit, Belize, Bulletin of Marine Science, Volume 83, Number 3, pp. 531-551(21)"
